1,1
2,1
3,1
5,3
7,1
8,3
9,1
10,1
11,2
12,1
13,3
14,1
15,2
16,4
17,2
18,3
19,1
20,3
21,3
22,5
25,1
27,1
28,1
30,2
32,4
34,1
2,1
3,1
4,2
5,1
6,3
7,1
8,2
9,3
12,3
13,2
14,3
16,1
17,1
18,1
19,2
20,2
21,3
22,2
23,2
25,1
26,2
27,1
28,1
29,4
30,1
31,2
32,1
33,2
34,1
2,1
3,2
4,1
5,1
6,3
7,1
8,1
9,4
10,1
11,2
12,2
13,3
14,3
17,2
18,1
19,3
20,2
21,3
22,3
23,3
25,1
26,1
27,1
28,2
29,1
30,2
31,2
32,1
34,1
1,1
2,1
5,1
6,3
7,2
8,1
9,2
10,1
11,2
13,1
14,1
15,1
16,1
17,3
18,1
19,2
20,1
21,3
22,2
23,3
25,1
26,1
27,1
28,1
29,3
30,1
31,2
33,2
34,1
35,1
36,1
1,1
2,1
3,1
4,1
5,1
6,1
7,4
9,6
11,1
12,2
14,2
17,3
19,2
20,1
21,2
22,3
23,3
26,2
28,2
29,2
30,1
31,2
32,2
33,2
34,1
35,1
36,2
2,1
3,1
5,1
6,1
7,4
9,3
11,1
13,1
14,1
17,2
19,1
20,1
21,3
22,1
23,2
26,1
29,2
30,1
31,1
32,1
33,2
34,2
36,2
1,1
2,2
3,1
4,2
5,1
7,3
9,6
10,2
12,1
14,2
17,3
18,1
20,2
23,3
26,2
28,1
30,1
31,1
32,1
33,1
34,1
35,1
36,3
2,3
3,1
5,2
6,2
7,1
9,3
10,1
11,2
12,1
13,1
17,2
18,2
19,2
21,1
22,3
23,4
25,1
27,2
28,2
29,1
30,2
31,3
33,2
37,1
38,1
2,2
4,2
5,1
9,2
10,1
11,1
12,2
13,3
14,3
17,3
20,1
21,1
22,1
23,3
26,1
28,1
29,2
31,1
32,1
33,1
36,1
2,1
3,2
5,1
6,2
7,2
8,3
9,5
10,1
12,2
13,1
17,1
19,1
21,1
22,2
23,1
28,1
29,1
30,1
31,3
32,1
33,2
34,1
1,1
3,1
8,2
9,4
10,1
12,2
13,1
14,3
17,2
18,1
19,1
20,1
21,1
23,2
25,1
26,1
27,1
29,1
31,2
32,1
33,2
34,2
35,1
36,1
2,2
3,2
4,1
5,2
6,1
7,3
9,3
10,2
11,1
12,2
13,1
14,2
17,3
18,1
20,1
22,1
23,4
25,1
28,1
31,1
32,1
36,1
38,1
2,3
3,2
5,2
6,1
7,1
8,2
9,3
10,2
11,1
13,2
14,2
15,1
16,1
17,1
19,1
21,1
23,3
24,1
28,1
29,2
31,1
32,2
34,2
1,1
2,2
3,1
6,1
8,1
9,2
10,1
12,1
13,3
14,1
15,1
16,1
17,1
18,1
19,2
21,1
22,2
23,1
25,2
29,2
31,2
32,1
35,2
38,1
1,1
3,1
5,1
7,1
8,1
10,2
11,2
12,2
13,2
14,1
15,1
16,1
17,1
18,2
19,1
22,2
23,2
24,3
25,1
26,2
27,1
28,2
30,1
31,1
32,1
33,1
34,2
35,2
36,1
37,2
38,2
2,2
3,1
5,2
6,1
7,1
8,3
9,1
11,2
12,1
13,1
17,1
18,2
20,1
21,3
22,1
24,1
28,3
30,1
31,2
33,2
36,2
37,1
38,1
39,2
2,1
3,2
5,1
6,2
7,2
8,2
10,1
11,2
13,1
14,1
18,1
19,3
20,2
21,2
22,4
23,2
24,2
26,2
27,1
28,2
29,3
30,1
32,1
34,1
36,1
38,1
39,3
40,1
41,2
1,1
3,3
5,2
7,2
8,2
9,1
12,1
13,2
15,1
18,1
19,2
20,2
21,1
22,1
23,2
24,1
29,1
30,1
31,1
33,3
34,1
35,2
36,1
37,1
38,1
40,1
41,2
42,2
1,1
2,1
5,1
7,1
8,1
10,1
12,2
13,2
14,2
15,3
16,1
20,1
22,1
23,3
24,1
25,1
26,2
27,1
28,1
29,2
30,1
31,1
32,1
33,1
35,1
36,1
37,2
39,3
40,3
41,1
42,2
1,1
2,1
3,1
5,3
7,2
9,2
10,1
13,2
14,2
15,1
16,1
17,2
19,1
20,1
22,2
23,1
24,1
25,1
27,2
28,1
30,1
32,1
33,2
34,1
35,3
36,1
38,2
40,3
41,1
42,2
3,1
4,1
5,1
8,1
9,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
21,3
22,1
23,1
27,1
29,1
30,4
31,1
33,2
35,1
37,2
38,1
41,1
42,1
1,1
4,1
5,1
9,1
10,1
11,1
12,1
13,5
14,2
15,2
19,2
20,2
21,3
22,2
23,1
28,1
29,1
30,2
34,1
35,1
36,1
37,1
38,2
39,1
40,1
41,1
42,1
44,2
5,1
7,2
8,2
9,1
12,1
13,3
14,3
15,3
16,1
17,1
18,2
20,2
21,1
22,1
23,2
24,1
25,2
26,1
28,1
30,3
33,3
34,1
35,3
36,1
38,1
39,1
40,1
41,3
44,2
1,1
4,1
6,1
8,1
9,1
10,2
11,2
12,1
13,1
14,1
15,1
17,1
20,1
21,2
22,1
23,1
24,1
25,1
27,1
30,2
32,1
34,2
36,2
37,1
41,1
42,2
44,1
45,2
2,1
3,1
5,1
7,1
8,2
10,1
12,1
13,1
14,4
15,3
16,2
17,1
18,2
19,1
20,1
22,1
23,1
28,2
30,2
32,3
33,2
34,1
36,1
37,2
38,3
39,1
42,1
44,2
45,1
